Date,Beer,DayOfWeek,UnitsSold,IsWeekend,HolidayEffect,PromoLevel
2021-09-23,Lager,3,30,0,0,0
2021-09-23,IPA,3,27,0,0,0
2021-09-23,Stout,3,14,0,0,0
2021-09-23,Cider,3,23,0,0,0
2021-09-24,Ale,4,25,0,0,0
2021-09-24,Lager,4,35,0,0,0
2021-09-24,IPA,4,31,0,0,0
2021-09-24,Stout,4,19,0,0,0
2021-09-24,Cider,4,25,0,0,0
2021-09-25,Ale,5,25,1,0,1
2021-09-25,Lager,5,52,1,0,1
2021-09-25,IPA,5,37,1,0,0
2021-09-25,Stout,5,16,1,0,0
2021-09-25,Cider,5,39,1,0,0
2021-09-26,Ale,6,24,1,0,0
2021-09-26,Lager,6,45,1,0,1
2021-09-26,IPA,6,34,1,0,0
2021-09-26,Stout,6,22,1,0,0
2021-09-26,Cider,6,36,1,0,1
2021-09-27,Ale,0,17,0,0,0
2021-09-27,Lager,0,30,0,0,1
2021-09-27,IPA,0,23,0,0,0
2021-09-27,Stout,0,14,0,0,0
2021-09-27,Cider,0,21,0,0,0
2021-09-28,Ale,1,22,0,0,0
2021-09-28,Lager,1,24,0,0,0
2021-09-28,IPA,1,27,0,0,0
2021-09-28,Stout,1,17,0,0,0
2021-09-28,Cider,1,18,0,0,0
2021-09-29,Ale,2,14,0,0,0
2021-09-29,Lager,2,38,0,0,0
2021-09-29,IPA,2,24,0,0,0
2021-09-29,Stout,2,16,0,0,0
2021-09-29,Cider,2,24,0,0,0
2021-09-30,Ale,3,17,0,0,1
2021-09-30,Lager,3,30,0,0,0
2021-09-30,IPA,3,26,0,0,0
2021-09-30,Stout,3,23,0,0,0
2021-09-30,Cider,3,22,0,0,0
2021-10-01,Ale,4,21,0,0,0
2021-10-01,Lager,4,32,0,0,0
2021-10-01,IPA,4,23,0,0,0
2021-10-01,Stout,4,24,0,0,0
2021-10-01,Cider,4,17,0,0,0
2021-10-02,Ale,5,16,1,0,0
2021-10-02,Lager,5,29,1,0,0
2021-10-02,IPA,5,42,1,0,1
2021-10-02,Stout,5,10,1,0,0
2021-10-02,Cider,5,25,1,0,0
2021-10-03,Ale,6,24,1,0,0
2021-10-03,Lager,6,52,1,0,1
2021-10-03,IPA,6,32,1,0,0
2021-10-03,Stout,6,16,1,0,0
2021-10-03,Cider,6,26,1,0,0
2021-10-04,Ale,0,20,0,0,0
2021-10-04,Lager,0,31,0,0,1
2021-10-04,IPA,0,21,0,0,0
2021-10-04,Stout,0,15,0,0,0
2021-10-04,Cider,0,21,0,0,0
2021-10-05,Ale,1,9,0,0,0
2021-10-05,Lager,1,33,0,0,0
2021-10-05,IPA,1,22,0,0,0
2021-10-05,Stout,1,8,0,0,0
2021-10-05,Cider,1,14,0,0,0
2021-10-06,Ale,2,28,0,0,1
2021-10-06,Lager,2,17,0,0,0
2021-10-06,IPA,2,26,0,0,0
2021-10-06,Stout,2,18,0,0,0
2021-10-06,Cider,2,25,0,0,1
2021-10-07,Ale,3,25,0,0,0
2021-10-07,Lager,3,23,0,0,0
2021-10-07,IPA,3,27,0,0,0
2021-10-07,Stout,3,14,0,0,0
2021-10-07,Cider,3,29,0,0,0
2021-10-08,Ale,4,16,0,0,0
2021-10-08,Lager,4,30,0,0,0
2021-10-08,IPA,4,25,0,0,0
2021-10-08,Stout,4,6,0,0,0
2021-10-08,Cider,4,20,0,0,0
2021-10-09,Ale,5,21,1,0,0
2021-10-09,Lager,5,39,1,0,0
2021-10-09,IPA,5,36,1,0,0
2021-10-09,Stout,5,26,1,0,0
2021-10-09,Cider,5,17,1,0,0
2021-10-10,Ale,6,24,1,0,0
2021-10-10,Lager,6,32,1,0,0
2021-10-10,IPA,6,47,1,0,1
2021-10-10,Stout,6,30,1,0,0
2021-10-10,Cider,6,27,1,0,0
2021-10-11,Ale,0,13,0,0,0
2021-10-11,Lager,0,25,0,0,0
2021-10-11,IPA,0,25,0,0,1
2021-10-11,Stout,0,0,0,0,0
2021-10-11,Cider,0,22,0,0,0
2021-10-12,Ale,1,17,0,0,0
2021-10-12,Lager,1,24,0,0,0
2021-10-12,IPA,1,19,0,0,0
2021-10-12,Stout,1,18,0,0,0
2021-10-12,Cider,1,27,0,0,0
2021-10-13,Ale,2,18,0,0,0
2021-10-13,Lager,2,17,0,0,0
2021-10-13,IPA,2,23,0,0,0
2021-10-13,Stout,2,15,0,0,0
2021-10-13,Cider,2,25,0,0,1
2021-10-14,Ale,3,16,0,0,0
2021-10-14,Lager,3,24,0,0,0
2021-10-14,IPA,3,30,0,0,1
2021-10-14,Stout,3,18,0,0,0
2021-10-14,Cider,3,28,0,0,1
2021-10-15,Ale,4,14,0,0,0
2021-10-15,Lager,4,26,0,0,0
2021-10-15,IPA,4,38,0,0,1
2021-10-15,Stout,4,8,0,0,0
2021-10-15,Cider,4,17,0,0,0
2021-10-16,Ale,5,23,1,0,0
2021-10-16,Lager,5,36,1,0,0
2021-10-16,IPA,5,40,1,0,0
2021-10-16,Stout,5,24,1,0,0
2021-10-16,Cider,5,28,1,0,0
2021-10-17,Ale,6,35,1,0,0
2021-10-17,Lager,6,40,1,0,0
2021-10-17,IPA,6,41,1,0,0
2021-10-17,Stout,6,26,1,0,0
2021-10-17,Cider,6,31,1,0,0
2021-10-18,Ale,0,11,0,0,0
2021-10-18,Lager,0,28,0,0,0
2021-10-18,IPA,0,20,0,0,0
2021-10-18,Stout,0,16,0,0,0
2021-10-18,Cider,0,29,0,0,1
2021-10-19,Ale,1,18,0,0,0
2021-10-19,Lager,1,31,0,0,0
2021-10-19,IPA,1,26,0,0,0
2021-10-19,Stout,1,13,0,0,0
2021-10-19,Cider,1,14,0,0,0
2021-10-20,Ale,2,14,0,0,0
2021-10-20,Lager,2,22,0,0,0
2021-10-20,IPA,2,28,0,0,0
2021-10-20,Stout,2,13,0,0,0
2021-10-20,Cider,2,22,0,0,0
2021-10-21,Ale,3,15,0,0,0
2021-10-21,Lager,3,33,0,0,0
2021-10-21,IPA,3,27,0,0,0
2021-10-21,Stout,3,14,0,0,0
2021-10-21,Cider,3,20,0,0,0
2021-10-22,Ale,4,13,0,0,0
2021-10-22,Lager,4,24,0,0,0
2021-10-22,IPA,4,16,0,0,0
2021-10-22,Stout,4,17,0,0,0
2021-10-22,Cider,4,24,0,0,0
2021-10-23,Ale,5,28,1,0,0
2021-10-23,Lager,5,34,1,0,0
2021-10-23,IPA,5,41,1,0,0
2021-10-23,Stout,5,17,1,0,0
2021-10-23,Cider,5,31,1,0,0
2021-10-24,Ale,6,18,1,0,0
2021-10-24,Lager,6,56,1,0,1
2021-10-24,IPA,6,47,1,0,1
2021-10-24,Stout,6,24,1,0,1
2021-10-24,Cider,6,27,1,0,0
2021-10-25,Ale,0,20,0,0,0
2021-10-25,Lager,0,33,0,0,0
2021-10-25,IPA,0,20,0,0,0
2021-10-25,Stout,0,17,0,0,1
2021-10-25,Cider,0,18,0,0,0
2021-10-26,Ale,1,23,0,0,0
2021-10-26,Lager,1,25,0,0,0
2021-10-26,IPA,1,18,0,0,0
2021-10-26,Stout,1,17,0,0,0
2021-10-26,Cider,1,27,0,0,0
2021-10-27,Ale,2,20,0,0,0
2021-10-27,Lager,2,33,0,0,0
2021-10-27,IPA,2,34,0,0,0
2021-10-27,Stout,2,26,0,0,1
2021-10-27,Cider,2,36,0,0,1
2021-10-28,Ale,3,26,0,0,0
2021-10-28,Lager,3,25,0,0,0
2021-10-28,IPA,3,28,0,0,0
2021-10-28,Stout,3,18,0,0,1
2021-10-28,Cider,3,13,0,0,0
2021-10-29,Ale,4,23,0,0,1
2021-10-29,Lager,4,41,0,0,1
2021-10-29,IPA,4,27,0,0,0
2021-10-29,Stout,4,13,0,0,0
2021-10-29,Cider,4,17,0,0,0
2021-10-30,Ale,5,27,1,0,0
2021-10-30,Lager,5,38,1,0,0
2021-10-30,IPA,5,39,1,0,0
2021-10-30,Stout,5,24,1,0,0
2021-10-30,Cider,5,31,1,0,0
2021-10-31,Ale,6,19,1,0,0
2021-10-31,Lager,6,37,1,0,0
2021-10-31,IPA,6,43,1,0,0
2021-10-31,Stout,6,22,1,0,0
2021-10-31,Cider,6,36,1,0,0
2021-11-01,Ale,0,13,0,0,0
2021-11-01,Lager,0,44,0,0,0
2021-11-01,IPA,0,17,0,0,0
2021-11-01,Stout,0,21,0,0,1
2021-11-01,Cider,0,13,0,0,0
2021-11-02,Ale,1,24,0,0,0
2021-11-02,Lager,1,25,0,0,0
2021-11-02,IPA,1,25,0,0,0
2021-11-02,Stout,1,20,0,0,1
2021-11-02,Cider,1,26,0,0,0
2021-11-03,Ale,2,23,0,0,1
2021-11-03,Lager,2,30,0,0,0
2021-11-03,IPA,2,27,0,0,0
2021-11-03,Stout,2,15,0,0,0
2021-11-03,Cider,2,21,0,0,0
2021-11-04,Ale,3,16,0,0,0
2021-11-04,Lager,3,40,0,0,1
2021-11-04,IPA,3,35,0,0,1
2021-11-04,Stout,3,11,0,0,0
2021-11-04,Cider,3,21,0,0,0
2021-11-05,Ale,4,9,0,0,0
2021-11-05,Lager,4,28,0,0,0
2021-11-05,IPA,4,17,0,0,0
2021-11-05,Stout,4,12,0,0,0
2021-11-05,Cider,4,17,0,0,0
2021-11-06,Ale,5,22,1,0,0
2021-11-06,Lager,5,48,1,0,0
2021-11-06,IPA,5,30,1,0,0
2021-11-06,Stout,5,18,1,0,0
2021-11-06,Cider,5,32,1,0,0
2021-11-07,Ale,6,24,1,0,1
2021-11-07,Lager,6,40,1,0,0
2021-11-07,IPA,6,37,1,0,0
2021-11-07,Stout,6,15,1,0,0
2021-11-07,Cider,6,23,1,0,0
2021-11-08,Ale,0,22,0,0,0
2021-11-08,Lager,0,20,0,0,0
2021-11-08,IPA,0,23,0,0,0
2021-11-08,Stout,0,8,0,0,0
2021-11-08,Cider,0,10,0,0,0
2021-11-09,Ale,1,24,0,0,0
2021-11-09,Lager,1,41,0,0,1
2021-11-09,IPA,1,32,0,0,0
2021-11-09,Stout,1,19,0,0,1
2021-11-09,Cider,1,22,0,0,1
2021-11-10,Ale,2,16,0,0,0
2021-11-10,Lager,2,12,0,0,0
2021-11-10,IPA,2,18,0,0,0
2021-11-10,Stout,2,13,0,0,0
2021-11-10,Cider,2,27,0,0,0
2021-11-11,Ale,3,16,0,0,0
2021-11-11,Lager,3,31,0,0,0
2021-11-11,IPA,3,34,0,0,1
2021-11-11,Stout,3,8,0,0,0
2021-11-11,Cider,3,16,0,0,0
2021-11-12,Ale,4,21,0,0,0
2021-11-12,Lager,4,25,0,0,0
2021-11-12,IPA,4,27,0,0,0
2021-11-12,Stout,4,10,0,0,0
2021-11-12,Cider,4,18,0,0,0
2021-11-13,Ale,5,27,1,0,0
2021-11-13,Lager,5,52,1,0,1
2021-11-13,IPA,5,34,1,0,0
2021-11-13,Stout,5,15,1,0,0
2021-11-13,Cider,5,31,1,0,0
2021-11-14,Ale,6,21,1,0,0
2021-11-14,Lager,6,44,1,0,0
2021-11-14,IPA,6,31,1,0,0
2021-11-14,Stout,6,18,1,0,0
2021-11-14,Cider,6,33,1,0,0
2021-11-15,Ale,0,19,0,0,0
2021-11-15,Lager,0,31,0,0,0
2021-11-15,IPA,0,25,0,0,0
2021-11-15,Stout,0,8,0,0,0
2021-11-15,Cider,0,26,0,0,0
2021-11-16,Ale,1,18,0,0,0
2021-11-16,Lager,1,26,0,0,0
2021-11-16,IPA,1,30,0,0,1
2021-11-16,Stout,1,22,0,0,0
2021-11-16,Cider,1,21,0,0,0
2021-11-17,Ale,2,28,0,0,0
2021-11-17,Lager,2,31,0,0,1
2021-11-17,IPA,2,31,0,0,0
2021-11-17,Stout,2,12,0,0,0
2021-11-17,Cider,2,19,0,0,0
2021-11-18,Ale,3,12,0,0,0
2021-11-18,Lager,3,29,0,0,0
2021-11-18,IPA,3,30,0,0,0
2021-11-18,Stout,3,15,0,0,0
2021-11-18,Cider,3,19,0,0,0
2021-11-19,Ale,4,10,0,0,0
2021-11-19,Lager,4,28,0,0,0
2021-11-19,IPA,4,27,0,0,0
2021-11-19,Stout,4,10,0,0,0
2021-11-19,Cider,4,28,0,0,0
2021-11-20,Ale,5,23,1,0,0
2021-11-20,Lager,5,43,1,0,0
2021-11-20,IPA,5,34,1,0,0
2021-11-20,Stout,5,24,1,0,0
2021-11-20,Cider,5,31,1,0,0
2021-11-21,Ale,6,33,1,0,0
2021-11-21,Lager,6,42,1,0,0
2021-11-21,IPA,6,38,1,0,0
2021-11-21,Stout,6,21,1,0,0
2021-11-21,Cider,6,25,1,0,0
2021-11-22,Ale,0,24,0,0,0
2021-11-22,Lager,0,40,0,0,1
2021-11-22,IPA,0,28,0,0,0
2021-11-22,Stout,0,19,0,0,0
2021-11-22,Cider,0,27,0,0,0
2021-11-23,Ale,1,18,0,0,1
2021-11-23,Lager,1,23,0,0,0
2021-11-23,IPA,1,21,0,0,0
2021-11-23,Stout,1,8,0,0,0
2021-11-23,Cider,1,26,0,0,1
2021-11-24,Ale,2,18,0,0,1
2021-11-24,Lager,2,24,0,0,0
2021-11-24,IPA,2,35,0,0,1
2021-11-24,Stout,2,6,0,0,0
2021-11-24,Cider,2,22,0,0,0
2021-11-25,Ale,3,22,0,0,0
2021-11-25,Lager,3,33,0,0,0
2021-11-25,IPA,3,36,0,0,1
2021-11-25,Stout,3,18,0,0,0
2021-11-25,Cider,3,25,0,0,0
2021-11-26,Ale,4,12,0,0,0
2021-11-26,Lager,4,28,0,0,0
2021-11-26,IPA,4,28,0,0,0
2021-11-26,Stout,4,12,0,0,0
2021-11-26,Cider,4,19,0,0,0
2021-11-27,Ale,5,27,1,0,0
2021-11-27,Lager,5,50,1,0,0
2021-11-27,IPA,5,40,1,0,0
2021-11-27,Stout,5,12,1,0,0
2021-11-27,Cider,5,31,1,0,0
2021-11-28,Ale,6,28,1,0,1
2021-11-28,Lager,6,45,1,0,0
2021-11-28,IPA,6,53,1,0,1
2021-11-28,Stout,6,30,1,0,0
2021-11-28,Cider,6,44,1,0,1
2021-11-29,Ale,0,20,0,0,0
2021-11-29,Lager,0,32,0,0,0
2021-11-29,IPA,0,20,0,0,0
2021-11-29,Stout,0,18,0,0,1
2021-11-29,Cider,0,22,0,0,0
2021-11-30,Ale,1,15,0,0,0
2021-11-30,Lager,1,31,0,0,0
2021-11-30,IPA,1,36,0,0,0
2021-11-30,Stout,1,6,0,0,0
2021-11-30,Cider,1,31,0,0,1
2021-12-01,Ale,2,20,0,0,0
2021-12-01,Lager,2,36,0,0,0
2021-12-01,IPA,2,30,0,0,0
2021-12-01,Stout,2,15,0,0,0
2021-12-01,Cider,2,18,0,0,0
2021-12-02,Ale,3,24,0,0,0
2021-12-02,Lager,3,36,0,0,0
2021-12-02,IPA,3,31,0,0,0
2021-12-02,Stout,3,22,0,0,0
2021-12-02,Cider,3,22,0,0,0
2021-12-03,Ale,4,20,0,0,0
2021-12-03,Lager,4,29,0,0,0
2021-12-03,IPA,4,26,0,0,0
2021-12-03,Stout,4,10,0,0,0
2021-12-03,Cider,4,21,0,0,0
2021-12-04,Ale,5,18,1,0,0
2021-12-04,Lager,5,63,1,0,1
2021-12-04,IPA,5,51,1,0,0
2021-12-04,Stout,5,18,1,0,0
2021-12-04,Cider,5,34,1,0,0
2021-12-05,Ale,6,47,1,0,1
2021-12-05,Lager,6,50,1,0,0
2021-12-05,IPA,6,42,1,0,0
2021-12-05,Stout,6,26,1,0,1
2021-12-05,Cider,6,34,1,0,0
2021-12-06,Ale,0,18,0,0,0
2021-12-06,Lager,0,36,0,0,0
2021-12-06,IPA,0,31,0,0,0
2021-12-06,Stout,0,14,0,0,0
2021-12-06,Cider,0,24,0,0,0
2021-12-07,Ale,1,27,0,0,0
2021-12-07,Lager,1,40,0,0,0
2021-12-07,IPA,1,27,0,0,0
2021-12-07,Stout,1,15,0,0,0
2021-12-07,Cider,1,19,0,0,0
2021-12-08,Ale,2,26,0,0,1
2021-12-08,Lager,2,34,0,0,0
2021-12-08,IPA,2,21,0,0,0
2021-12-08,Stout,2,23,0,0,1
2021-12-08,Cider,2,31,0,0,1
2021-12-09,Ale,3,34,0,0,1
2021-12-09,Lager,3,41,0,0,0
2021-12-09,IPA,3,39,0,0,0
2021-12-09,Stout,3,18,0,0,0
2021-12-09,Cider,3,24,0,0,0
2021-12-10,Ale,4,22,0,0,0
2021-12-10,Lager,4,32,0,0,0
2021-12-10,IPA,4,35,0,0,0
2021-12-10,Stout,4,25,0,0,1
2021-12-10,Cider,4,23,0,0,0
2021-12-11,Ale,5,33,1,0,0
2021-12-11,Lager,5,38,1,0,0
2021-12-11,IPA,5,49,1,0,0
2021-12-11,Stout,5,20,1,0,0
2021-12-11,Cider,5,42,1,0,0
2021-12-12,Ale,6,27,1,0,0
2021-12-12,Lager,6,62,1,0,1
2021-12-12,IPA,6,39,1,0,0
2021-12-12,Stout,6,26,1,0,0
2021-12-12,Cider,6,29,1,0,0
2021-12-13,Ale,0,10,0,0,0
2021-12-13,Lager,0,40,0,0,0
2021-12-13,IPA,0,37,0,0,0
2021-12-13,Stout,0,19,0,0,1
2021-12-13,Cider,0,21,0,0,0
2021-12-14,Ale,1,20,0,0,0
2021-12-14,Lager,1,28,0,0,0
2021-12-14,IPA,1,31,0,0,0
2021-12-14,Stout,1,15,0,0,0
2021-12-14,Cider,1,30,0,0,1
2021-12-15,Ale,2,24,0,0,1
2021-12-15,Lager,2,33,0,0,0
2021-12-15,IPA,2,27,0,0,0
2021-12-15,Stout,2,16,0,0,0
2021-12-15,Cider,2,22,0,0,0
2021-12-16,Ale,3,26,0,0,0
2021-12-16,Lager,3,35,0,0,0
2021-12-16,IPA,3,29,0,0,0
2021-12-16,Stout,3,11,0,0,0
2021-12-16,Cider,3,37,0,0,1
2021-12-17,Ale,4,18,0,0,0
2021-12-17,Lager,4,34,0,0,0
2021-12-17,IPA,4,26,0,0,0
2021-12-17,Stout,4,20,0,0,0
2021-12-17,Cider,4,15,0,0,0
2021-12-18,Ale,5,35,1,0,1
2021-12-18,Lager,5,50,1,0,0
2021-12-18,IPA,5,37,1,0,0
2021-12-18,Stout,5,14,1,0,0
2021-12-18,Cider,5,32,1,0,0
2021-12-19,Ale,6,31,1,0,0
2021-12-19,Lager,6,41,1,0,0
2021-12-19,IPA,6,40,1,0,0
2021-12-19,Stout,6,22,1,0,0
2021-12-19,Cider,6,44,1,0,0
2021-12-20,Ale,0,16,0,0,0
2021-12-20,Lager,0,41,0,0,0
2021-12-20,IPA,0,25,0,0,0
2021-12-20,Stout,0,19,0,0,0
2021-12-20,Cider,0,31,0,0,1
2021-12-21,Ale,1,18,0,0,0
2021-12-21,Lager,1,26,0,0,0
2021-12-21,IPA,1,32,0,0,0
2021-12-21,Stout,1,21,0,0,0
2021-12-21,Cider,1,27,0,0,0
2021-12-22,Ale,2,17,0,0,0
2021-12-22,Lager,2,32,0,0,0
2021-12-22,IPA,2,37,0,0,1
2021-12-22,Stout,2,20,0,0,0
2021-12-22,Cider,2,31,0,0,0
2021-12-23,Ale,3,26,0,0,1
2021-12-23,Lager,3,24,0,0,0
2021-12-23,IPA,3,20,0,0,0
2021-12-23,Stout,3,13,0,0,0
2021-12-23,Cider,3,37,0,0,1
2021-12-24,Ale,4,34,0,1,0
2021-12-24,Lager,4,54,0,1,0
2021-12-24,IPA,4,41,0,1,0
2021-12-24,Stout,4,30,0,1,1
2021-12-24,Cider,4,42,0,1,0
2021-12-25,Ale,5,52,1,1,0
2021-12-25,Lager,5,75,1,1,0
2021-12-25,IPA,5,67,1,1,0
2021-12-25,Stout,5,31,1,1,0
2021-12-25,Cider,5,56,1,1,0
2021-12-26,Ale,6,38,1,1,0
2021-12-26,Lager,6,76,1,1,0
2021-12-26,IPA,6,64,1,1,0
2021-12-26,Stout,6,34,1,1,0
2021-12-26,Cider,6,59,1,1,1
2021-12-27,Ale,0,19,0,0,0
2021-12-27,Lager,0,33,0,0,0
2021-12-27,IPA,0,30,0,0,0
2021-12-27,Stout,0,15,0,0,0
2021-12-27,Cider,0,22,0,0,0
2021-12-28,Ale,1,16,0,0,0
2021-12-28,Lager,1,52,0,0,1
2021-12-28,IPA,1,39,0,0,0
2021-12-28,Stout,1,17,0,0,0
2021-12-28,Cider,1,21,0,0,0
2021-12-29,Ale,2,22,0,0,1
2021-12-29,Lager,2,32,0,0,0
2021-12-29,IPA,2,39,0,0,0
2021-12-29,Stout,2,23,0,0,1
2021-12-29,Cider,2,31,0,0,0
2021-12-30,Ale,3,33,0,0,1
2021-12-30,Lager,3,37,0,0,0
2021-12-30,IPA,3,24,0,0,0
2021-12-30,Stout,3,22,0,0,0
2021-12-30,Cider,3,19,0,0,0
2021-12-31,Ale,4,28,0,1,0
2021-12-31,Lager,4,52,0,1,0
2021-12-31,IPA,4,42,0,1,0
2021-12-31,Stout,4,26,0,1,0
2021-12-31,Cider,4,31,0,1,0
2022-01-01,Ale,5,31,1,0,0
2022-01-01,Lager,5,59,1,0,0
2022-01-01,IPA,5,62,1,0,0
2022-01-01,Stout,5,35,1,0,0
2022-01-01,Cider,5,34,1,0,0
2022-01-02,Ale,6,33,1,0,0
2022-01-02,Lager,6,52,1,0,0
2022-01-02,IPA,6,48,1,0,0
2022-01-02,Stout,6,29,1,0,0
2022-01-02,Cider,6,51,1,0,1
2022-01-03,Ale,0,30,0,0,0
2022-01-03,Lager,0,46,0,0,0
2022-01-03,IPA,0,40,0,0,0
2022-01-03,Stout,0,15,0,0,0
2022-01-03,Cider,0,31,0,0,0
2022-01-04,Ale,1,30,0,0,0
2022-01-04,Lager,1,56,0,0,1
2022-01-04,IPA,1,38,0,0,0
2022-01-04,Stout,1,27,0,0,0
2022-01-04,Cider,1,27,0,0,0
2022-01-05,Ale,2,16,0,0,0
2022-01-05,Lager,2,38,0,0,0
2022-01-05,IPA,2,44,0,0,1
2022-01-05,Stout,2,32,0,0,0
2022-01-05,Cider,2,26,0,0,0
2022-01-06,Ale,3,30,0,0,0
2022-01-06,Lager,3,51,0,0,0
2022-01-06,IPA,3,44,0,0,0
2022-01-06,Stout,3,19,0,0,0
2022-01-06,Cider,3,34,0,0,0
2022-01-07,Ale,4,26,0,0,0
2022-01-07,Lager,4,35,0,0,0
2022-01-07,IPA,4,41,0,0,0
2022-01-07,Stout,4,22,0,0,0
2022-01-07,Cider,4,25,0,0,0
2022-01-08,Ale,5,33,1,0,0
2022-01-08,Lager,5,55,1,0,0
2022-01-08,IPA,5,55,1,0,0
2022-01-08,Stout,5,22,1,0,0
2022-01-08,Cider,5,30,1,0,0
2022-01-09,Ale,6,39,1,0,1
2022-01-09,Lager,6,57,1,0,0
2022-01-09,IPA,6,58,1,0,1
2022-01-09,Stout,6,27,1,0,0
2022-01-09,Cider,6,39,1,0,0
2022-01-10,Ale,0,14,0,0,0
2022-01-10,Lager,0,36,0,0,0
2022-01-10,IPA,0,33,0,0,0
2022-01-10,Stout,0,24,0,0,0
2022-01-10,Cider,0,39,0,0,0
2022-01-11,Ale,1,21,0,0,0
2022-01-11,Lager,1,40,0,0,0
2022-01-11,IPA,1,48,0,0,1
2022-01-11,Stout,1,32,0,0,0
2022-01-11,Cider,1,27,0,0,0
2022-01-12,Ale,2,20,0,0,0
2022-01-12,Lager,2,38,0,0,0
2022-01-12,IPA,2,30,0,0,0
2022-01-12,Stout,2,23,0,0,0
2022-01-12,Cider,2,34,0,0,0
2022-01-13,Ale,3,26,0,0,0
2022-01-13,Lager,3,40,0,0,0
2022-01-13,IPA,3,41,0,0,0
2022-01-13,Stout,3,18,0,0,0
2022-01-13,Cider,3,34,0,0,0
2022-01-14,Ale,4,23,0,0,0
2022-01-14,Lager,4,34,0,0,0
2022-01-14,IPA,4,41,0,0,0
2022-01-14,Stout,4,21,0,0,0
2022-01-14,Cider,4,35,0,0,0
2022-01-15,Ale,5,37,1,0,0
2022-01-15,Lager,5,58,1,0,0
2022-01-15,IPA,5,44,1,0,0
2022-01-15,Stout,5,41,1,0,0
2022-01-15,Cider,5,57,1,0,1
2022-01-16,Ale,6,41,1,0,0
2022-01-16,Lager,6,72,1,0,1
2022-01-16,IPA,6,46,1,0,0
2022-01-16,Stout,6,32,1,0,0
2022-01-16,Cider,6,35,1,0,0
2022-01-17,Ale,0,32,0,0,0
2022-01-17,Lager,0,38,0,0,0
2022-01-17,IPA,0,39,0,0,0
2022-01-17,Stout,0,21,0,0,0
2022-01-17,Cider,0,36,0,0,0
2022-01-18,Ale,1,31,0,0,0
2022-01-18,Lager,1,41,0,0,0
2022-01-18,IPA,1,27,0,0,0
2022-01-18,Stout,1,34,0,0,1
2022-01-18,Cider,1,23,0,0,0
2022-01-19,Ale,2,27,0,0,0
2022-01-19,Lager,2,47,0,0,0
2022-01-19,IPA,2,37,0,0,0
2022-01-19,Stout,2,17,0,0,0
2022-01-19,Cider,2,31,0,0,0
2022-01-20,Ale,3,22,0,0,0
2022-01-20,Lager,3,37,0,0,0
2022-01-20,IPA,3,36,0,0,0
2022-01-20,Stout,3,7,0,0,0
2022-01-20,Cider,3,29,0,0,0
2022-01-21,Ale,4,25,0,0,0
2022-01-21,Lager,4,40,0,0,0
2022-01-21,IPA,4,31,0,0,0
2022-01-21,Stout,4,28,0,0,1
2022-01-21,Cider,4,30,0,0,0
2022-01-22,Ale,5,45,1,0,0
2022-01-22,Lager,5,58,1,0,0
2022-01-22,IPA,5,61,1,0,1
2022-01-22,Stout,5,32,1,0,0
2022-01-22,Cider,5,33,1,0,0
2022-01-23,Ale,6,35,1,0,0
2022-01-23,Lager,6,74,1,0,1
2022-01-23,IPA,6,49,1,0,0
2022-01-23,Stout,6,24,1,0,0
2022-01-23,Cider,6,42,1,0,0
2022-01-24,Ale,0,19,0,0,0
2022-01-24,Lager,0,48,0,0,0
2022-01-24,IPA,0,35,0,0,0
2022-01-24,Stout,0,22,0,0,0
2022-01-24,Cider,0,23,0,0,0
2022-01-25,Ale,1,22,0,0,0
2022-01-25,Lager,1,43,0,0,0
2022-01-25,IPA,1,40,0,0,0
2022-01-25,Stout,1,15,0,0,0
2022-01-25,Cider,1,23,0,0,0
2022-01-26,Ale,2,35,0,0,1
2022-01-26,Lager,2,38,0,0,0
2022-01-26,IPA,2,27,0,0,0
2022-01-26,Stout,2,17,0,0,1
2022-01-26,Cider,2,27,0,0,0
2022-01-27,Ale,3,30,0,0,0
2022-01-27,Lager,3,46,0,0,0
2022-01-27,IPA,3,36,0,0,0
2022-01-27,Stout,3,26,0,0,1
2022-01-27,Cider,3,28,0,0,0
2022-01-28,Ale,4,13,0,0,0
2022-01-28,Lager,4,45,0,0,0
2022-01-28,IPA,4,47,0,0,1
2022-01-28,Stout,4,15,0,0,0
2022-01-28,Cider,4,36,0,0,0
2022-01-29,Ale,5,29,1,0,0
2022-01-29,Lager,5,61,1,0,0
2022-01-29,IPA,5,40,1,0,0
2022-01-29,Stout,5,40,1,0,0
2022-01-29,Cider,5,35,1,0,0
2022-01-30,Ale,6,41,1,0,0
2022-01-30,Lager,6,52,1,0,0
2022-01-30,IPA,6,52,1,0,0
2022-01-30,Stout,6,36,1,0,0
2022-01-30,Cider,6,40,1,0,0
2022-01-31,Ale,0,37,0,0,0
2022-01-31,Lager,0,49,0,0,0
2022-01-31,IPA,0,27,0,0,0
2022-01-31,Stout,0,19,0,0,0
2022-01-31,Cider,0,28,0,0,0
2022-02-01,Ale,1,29,0,0,0
2022-02-01,Lager,1,57,0,0,1
2022-02-01,IPA,1,35,0,0,0
2022-02-01,Stout,1,22,0,0,0
2022-02-01,Cider,1,37,0,0,0
2022-02-02,Ale,2,24,0,0,1
2022-02-02,Lager,2,50,0,0,0
2022-02-02,IPA,2,41,0,0,0
2022-02-02,Stout,2,30,0,0,0
2022-02-02,Cider,2,42,0,0,1
